student_id,age,gender,department,attendance,previous_gpa,study_hours,assignment_score,ca_score,semester_result,performance_category
ST2254,25,Female,Education,90.1,3.46,8.3,77.4,95.3,89.7,High
ST2255,29,Male,Business Admin,94.4,3.65,6.0,79.9,77.3,68.9,High
ST2256,27,Male,Engineering,57.1,3.0,5.6,50.3,52.5,69.6,Medium
ST2257,24,Male,Economics,86.5,3.75,7.3,82.7,81.3,79.8,High
ST2258,27,Female,Engineering,93.9,3.5,3.7,38.8,66.0,59.9,Medium
ST2259,25,Female,Business Admin,92.2,3.59,8.3,84.8,75.8,81.9,High
ST2260,18,Female,Engineering,94.8,3.75,10.8,97.3,75.3,91.8,High
ST2261,27,Female,Economics,76.4,2.4,5.1,81.0,61.4,56.5,Medium
ST2262,26,Male,Engineering,86.4,3.1,6.8,76.9,57.0,52.0,Medium
ST2263,20,Male,Education,56.2,1.26,2.8,33.4,24.9,24.3,Low
ST2264,21,Male,Engineering,86.3,3.88,9.2,64.8,84.9,73.7,High
ST2265,23,Male,Economics,75.1,2.75,3.7,82.9,35.7,49.4,Medium
ST2266,18,Female,Business Admin,40.6,1.27,0.3,33.2,35.2,49.3,Low
ST2267,28,Male,Computer Science,100.0,3.62,9.6,88.0,75.8,77.9,High
ST2268,27,Female,Engineering,68.8,2.77,6.7,68.7,37.2,68.0,Medium
ST2269,29,Male,Economics,84.7,3.58,11.6,84.7,90.1,77.6,High
ST2270,18,Female,Accounting,59.3,1.72,3.4,72.3,74.2,38.0,Medium
ST2271,22,Female,Economics,57.7,3.22,4.0,85.0,53.3,55.2,Medium
ST2272,27,Male,Engineering,94.4,3.08,10.3,78.7,73.1,66.8,High
ST2273,25,Male,Engineering,66.2,3.11,6.1,70.7,76.4,60.2,Medium
ST2274,28,Male,Engineering,61.4,1.05,2.2,43.0,40.6,36.7,Low
ST2275,27,Male,Medicine,78.5,3.11,1.7,75.5,45.2,53.9,Medium
ST2276,23,Female,Engineering,96.7,3.64,10.4,87.1,64.7,73.5,High
ST2277,17,Male,Computer Science,73.9,3.91,10.2,74.3,83.3,76.2,High
ST2278,18,Male,Computer Science,68.5,3.27,6.1,69.9,57.7,63.6,Medium
ST2279,22,Female,Engineering,69.5,3.38,7.3,52.1,55.8,48.8,Medium
ST2280,28,Male,Accounting,89.4,3.9,13.1,70.6,86.9,77.9,High
ST2281,19,Male,Accounting,93.7,3.43,6.0,77.7,73.6,86.2,High
ST2282,23,Male,Computer Science,65.3,3.15,10.7,65.6,68.6,64.9,Medium
ST2283,23,Male,Education,55.7,1.77,0.7,48.3,26.3,63.6,Low
ST2284,22,Male,Medicine,83.9,3.52,13.8,74.9,79.1,73.7,High
ST2285,18,Male,Computer Science,86.0,3.38,10.3,89.6,79.6,74.5,High
ST2286,26,Male,Education,87.5,2.57,6.7,63.1,42.7,73.2,Medium
ST2287,25,Male,Law,57.3,3.28,1.0,68.1,67.0,74.9,Medium
ST2288,25,Female,Engineering,79.9,4.0,12.4,78.4,80.2,88.9,High
ST2289,28,Female,Accounting,64.4,2.46,6.9,58.3,55.9,64.1,Medium
ST2290,28,Female,Computer Science,68.8,2.65,3.5,69.1,60.9,60.9,Medium
ST2291,28,Female,Engineering,75.1,3.09,5.7,64.9,41.8,69.4,Medium
ST2292,29,Female,Engineering,51.1,1.1,1.9,22.0,51.3,31.8,Low
ST2293,22,Male,Education,82.4,2.39,3.2,67.8,70.5,60.8,Medium
ST2294,23,Male,Law,78.7,3.85,9.2,88.4,71.8,74.5,High
ST2295,23,Female,Medicine,86.3,3.11,4.4,76.1,63.3,58.1,Medium
ST2296,17,Male,Law,79.0,3.87,9.9,77.4,69.9,76.0,High
ST2297,24,Male,Education,53.8,2.24,0.3,39.2,41.6,43.5,Low
ST2298,22,Female,Economics,62.8,1.8,2.1,31.1,42.7,27.6,Low
ST2299,25,Male,Accounting,76.7,3.31,4.1,50.0,58.4,51.9,Medium
ST2300,23,Male,Economics,89.4,3.61,10.7,86.4,78.6,85.3,High
ST2301,21,Female,Law,89.6,4.0,9.7,75.4,71.0,66.2,High
ST2302,27,Female,Business Admin,86.6,3.31,7.6,74.4,67.4,76.6,High
ST2303,17,Male,Education,65.6,1.98,3.3,40.4,46.1,21.1,Low
ST2304,21,Male,Business Admin,83.0,2.7,8.5,67.3,50.9,69.3,Medium
ST2305,21,Male,Engineering,98.3,3.7,9.1,78.0,86.7,75.8,High
ST2306,17,Male,Law,87.5,3.65,10.1,84.7,77.3,80.3,High
ST2307,18,Female,Medicine,70.3,2.88,3.2,71.3,66.0,68.0,Medium
ST2308,26,Male,Education,85.7,3.88,7.8,85.7,88.3,84.7,High
ST2309,25,Female,Engineering,93.7,3.63,9.5,84.0,84.3,77.7,High
ST2310,25,Male,Medicine,76.6,3.65,9.7,81.7,83.5,77.0,High
ST2311,28,Female,Engineering,94.6,3.15,3.9,64.3,61.5,64.7,Medium
ST2312,22,Female,Computer Science,89.9,2.06,4.0,71.6,59.6,63.9,Medium
ST2313,29,Male,Accounting,95.0,2.44,5.3,74.3,68.3,64.8,Medium
ST2314,18,Male,Education,65.8,2.5,4.9,57.6,60.8,61.4,Medium
ST2315,19,Female,Medicine,53.5,1.24,2.0,32.8,38.4,25.8,Low
ST2316,20,Male,Law,39.5,2.11,3.4,31.5,40.3,37.8,Low
ST2317,20,Male,Law,39.7,1.51,2.2,42.9,52.9,25.6,Low
ST2318,22,Female,Economics,84.3,3.48,7.6,72.4,74.9,65.1,High
ST2319,17,Male,Accounting,61.7,2.47,6.9,69.5,46.3,53.9,Medium
ST2320,17,Male,Law,92.1,3.46,9.5,80.3,83.1,89.8,High
ST2321,27,Male,Engineering,50.8,1.77,1.8,55.8,45.0,32.3,Low
ST2322,26,Female,Engineering,30.5,0.75,2.8,36.6,50.0,42.6,Low
ST2323,25,Female,Economics,77.2,3.42,1.0,60.5,73.5,46.5,Medium
ST2324,19,Male,Education,69.3,2.09,7.0,63.5,45.6,62.2,Medium
ST2325,21,Male,Business Admin,91.7,3.01,7.6,60.4,43.7,35.0,Medium
ST2326,17,Male,Engineering,96.6,3.64,10.5,90.0,83.1,70.8,High
ST2327,21,Female,Economics,48.2,2.18,2.8,35.6,49.2,33.4,Low
ST2328,24,Male,Engineering,76.5,2.7,5.1,71.3,40.5,64.2,Medium
ST2329,19,Male,Economics,71.7,2.41,3.4,64.7,85.0,64.6,Medium
ST2330,17,Male,Law,77.8,2.11,4.4,60.6,61.2,57.7,Medium
ST2331,28,Female,Medicine,68.7,2.69,7.3,55.0,57.6,54.4,Medium
ST2332,27,Female,Engineering,89.2,3.38,7.9,79.8,81.6,84.4,High
ST2333,20,Female,Economics,99.0,3.31,8.5,82.4,79.2,66.7,High
ST2334,27,Male,Law,95.8,3.95,10.8,79.6,81.0,72.6,High
ST2335,23,Female,Engineering,79.2,3.56,8.0,91.4,72.5,83.0,High
ST2336,25,Female,Law,59.9,1.71,2.2,53.3,28.7,41.3,Low
ST2337,22,Male,Accounting,80.8,2.99,7.6,60.8,66.7,69.0,Medium
ST2338,27,Male,Law,75.8,3.17,5.5,76.0,54.7,45.7,Medium
ST2339,20,Male,Business Admin,41.9,2.5,3.1,47.8,57.1,33.4,Low
ST2340,26,Female,Education,99.3,3.73,7.8,81.9,81.5,86.9,High
ST2341,17,Female,Education,64.1,2.77,6.4,57.4,64.2,74.0,Medium
ST2342,26,Female,Economics,100.0,3.39,7.4,86.2,75.8,86.6,High
ST2343,24,Female,Engineering,100.0,3.46,8.7,74.3,76.4,76.1,High
ST2344,28,Male,Economics,45.8,1.65,3.3,41.4,39.4,39.0,Low
ST2345,28,Male,Business Admin,40.9,2.35,1.7,32.7,50.5,23.7,Low
ST2346,29,Female,Economics,73.9,3.13,6.4,61.3,61.0,56.5,Medium
ST2347,19,Female,Medicine,88.3,3.83,11.2,76.7,72.2,68.1,High
ST2348,28,Male,Engineering,67.3,3.08,4.9,68.1,61.5,41.1,Medium
ST2349,19,Female,Medicine,86.9,3.42,11.4,70.7,98.9,85.0,High
ST2350,24,Female,Education,70.3,2.96,3.0,62.3,58.8,50.6,Medium
ST2351,24,Male,Education,31.6,2.14,3.2,37.4,38.6,52.0,Low
ST2352,25,Male,Education,46.1,2.48,3.9,23.2,50.1,47.8,Low
ST2353,29,Female,Medicine,51.5,2.47,3.0,65.0,49.5,39.8,Low
ST2354,23,Female,Medicine,34.8,1.79,3.4,40.0,50.3,42.1,Low
ST2355,29,Male,Business Admin,84.8,3.63,9.9,83.1,81.2,71.8,High
ST2356,18,Male,Law,67.7,3.5,7.5,47.3,36.3,58.8,Medium
ST2357,20,Male,Education,82.2,2.82,4.7,69.6,54.7,55.1,Medium
ST2358,26,Female,Medicine,100.0,3.81,10.3,81.6,87.0,75.4,High
ST2359,20,Female,Engineering,96.3,3.69,13.0,100.0,86.1,78.5,High
ST2360,24,Female,Business Admin,74.1,3.02,8.5,53.8,50.8,55.6,Medium
ST2361,26,Male,Engineering,80.8,3.83,6.6,75.3,79.1,73.6,High
ST2362,29,Female,Education,89.7,2.7,4.8,74.1,59.1,72.9,Medium
ST2363,23,Male,Computer Science,63.7,2.66,2.9,62.2,42.4,57.4,Medium
ST2364,26,Male,Computer Science,65.0,2.54,7.4,63.6,68.4,67.4,Medium
ST2365,26,Male,Accounting,51.8,1.75,3.9,25.9,22.3,56.3,Low
ST2366,26,Male,Education,65.7,2.88,5.6,54.1,52.1,69.3,Medium
ST2367,22,Female,Computer Science,70.6,2.93,5.8,74.6,59.8,62.4,Medium
ST2368,19,Female,Accounting,99.6,3.6,7.9,79.1,85.1,77.1,High
ST2369,28,Female,Law,80.4,3.7,12.1,75.5,73.2,76.5,High
ST2370,21,Female,Computer Science,75.7,3.67,10.4,76.4,79.4,79.5,High
ST2371,20,Female,Computer Science,89.7,3.76,10.4,100.0,71.8,70.9,High
ST2372,18,Male,Education,59.4,2.05,1.0,28.9,21.3,50.6,Low
ST2373,28,Male,Medicine,78.1,2.36,3.3,52.3,62.8,52.0,Medium
ST2374,24,Female,Computer Science,77.7,2.75,7.3,70.0,71.2,65.8,Medium
ST2375,28,Female,Economics,68.5,2.6,3.2,56.3,45.4,66.8,Medium
ST2376,29,Male,Economics,79.5,3.84,11.7,75.9,75.6,82.0,High
ST2377,20,Male,Education,84.5,3.36,9.9,76.1,97.1,82.5,High
ST2378,17,Male,Business Admin,93.4,3.57,12.7,76.1,86.1,67.3,High
ST2379,17,Female,Education,62.6,3.01,7.1,53.1,55.4,48.1,Medium
ST2380,21,Male,Education,72.3,2.48,4.6,54.8,64.8,47.5,Medium
ST2381,23,Female,Medicine,67.6,3.5,5.4,43.9,46.8,52.1,Medium
ST2382,17,Female,Medicine,84.1,3.97,9.7,79.4,89.4,71.5,High
ST2383,22,Male,Medicine,73.8,3.0,8.5,68.6,58.8,53.0,Medium
ST2384,24,Female,Law,31.2,1.12,3.3,16.3,50.1,47.6,Low
ST2385,28,Male,Computer Science,77.8,2.84,7.5,48.1,65.0,51.9,Medium
ST2386,29,Male,Business Admin,66.8,2.81,3.2,56.9,56.0,49.2,Medium
ST2387,19,Female,Medicine,88.5,2.88,5.3,61.2,56.1,63.8,Medium
ST2388,27,Female,Education,81.8,2.34,7.1,78.3,49.9,67.2,Medium
ST2389,22,Female,Medicine,71.6,2.26,1.7,49.3,28.2,34.2,Low
ST2390,27,Male,Engineering,78.6,2.58,3.3,78.7,43.9,61.6,Medium
ST2391,20,Female,Education,78.9,3.13,4.4,49.5,75.0,53.5,Medium
ST2392,20,Female,Engineering,87.3,2.95,4.0,65.9,71.5,58.8,Medium
ST2393,20,Female,Accounting,46.9,2.3,0.5,48.2,38.3,46.9,Low
ST2394,28,Male,Medicine,84.3,4.0,7.5,81.0,97.2,81.4,High
ST2395,25,Male,Economics,83.8,3.33,6.0,61.1,65.6,41.7,Medium
ST2396,24,Female,Engineering,85.8,4.0,11.2,69.0,72.4,83.1,High
ST2397,26,Male,Education,54.6,3.37,5.2,76.1,52.6,51.4,Medium
ST2398,26,Female,Law,59.6,3.02,1.8,76.4,61.8,49.1,Medium
ST2399,24,Male,Accounting,52.0,2.5,5.4,43.9,50.8,53.7,Low
ST2400,23,Male,Law,65.2,2.47,5.2,64.0,43.9,61.4,Medium
ST2401,28,Female,Accounting,86.0,4.0,11.3,75.2,90.5,82.3,High
ST2402,28,Female,Business Admin,60.5,2.31,1.3,62.2,39.4,49.3,Medium
ST2403,22,Male,Accounting,60.5,3.04,4.4,56.8,61.5,51.5,Medium
ST2404,23,Male,Education,71.2,2.83,7.3,75.8,54.0,55.3,Medium
ST2405,29,Female,Law,93.7,3.87,11.0,82.7,70.7,76.7,High
ST2406,28,Female,Engineering,87.3,3.42,6.8,52.7,74.0,62.3,Medium
ST2407,22,Female,Engineering,69.8,2.02,3.0,61.3,59.0,47.4,Medium
ST2408,17,Female,Business Admin,87.6,3.32,8.1,91.5,80.4,74.3,High
ST2409,19,Male,Medicine,41.9,1.8,0.0,50.5,38.0,46.0,Low
ST2410,28,Male,Medicine,49.5,1.72,5.0,30.1,49.1,38.0,Low
ST2411,22,Male,Economics,71.4,3.27,7.9,59.6,68.0,61.6,Medium
ST2412,27,Male,Engineering,65.1,2.68,3.8,71.0,59.0,45.0,Medium
ST2413,28,Male,Business Admin,67.1,2.82,4.7,81.8,65.7,63.3,Medium
ST2414,27,Female,Business Admin,74.9,3.49,8.0,75.7,73.6,63.5,High
ST2415,22,Male,Business Admin,86.9,3.45,9.0,91.3,80.0,82.3,High
ST2416,22,Male,Engineering,56.2,2.5,4.1,47.0,39.8,54.8,Low
ST2417,26,Male,Medicine,61.5,2.94,1.4,53.0,53.0,55.4,Medium
ST2418,29,Male,Business Admin,60.7,2.23,0.7,51.3,39.0,26.1,Low
ST2419,19,Male,Medicine,60.4,1.3,0.0,18.3,35.0,56.5,Low
ST2420,21,Female,Medicine,67.8,2.16,3.5,51.7,34.2,35.2,Low
ST2421,19,Male,Engineering,78.2,3.33,8.9,82.9,84.7,77.7,High
ST2422,18,Male,Engineering,74.8,3.97,11.5,80.3,74.7,75.9,High
ST2423,25,Female,Engineering,86.1,3.18,12.4,86.2,84.4,83.4,High
ST2424,21,Male,Economics,75.0,1.85,4.2,29.8,47.8,59.4,Low
ST2425,22,Female,Accounting,87.6,3.02,10.1,80.3,86.8,74.3,High
ST2426,22,Male,Medicine,94.3,3.3,6.6,71.6,69.7,83.4,High
ST2427,26,Female,Law,63.2,2.01,3.1,44.3,23.2,27.4,Low
ST2428,29,Male,Accounting,64.3,2.98,5.6,77.9,59.6,40.5,Medium
ST2429,24,Male,Business Admin,59.8,2.5,3.1,30.5,25.0,26.6,Low
ST2430,18,Female,Law,65.4,2.74,4.4,77.7,49.9,69.8,Medium
ST2431,17,Male,Engineering,87.8,2.83,4.4,62.7,59.1,41.4,Medium
ST2432,19,Male,Education,60.4,1.97,1.0,69.7,53.8,53.5,Medium
ST2433,22,Male,Engineering,92.4,3.63,8.8,69.4,73.4,82.8,High
ST2434,22,Male,Medicine,90.6,3.76,7.3,81.8,74.6,90.1,High
ST2435,18,Female,Accounting,64.3,2.35,4.4,74.9,53.6,40.0,Medium
ST2436,20,Male,Accounting,80.4,3.64,5.8,87.8,67.4,74.1,High
ST2437,21,Female,Law,61.8,1.65,0.0,38.9,32.1,52.5,Low
ST2438,17,Male,Economics,74.2,3.16,5.1,62.0,37.7,71.2,Medium
ST2439,28,Male,Law,76.8,3.05,2.7,48.5,64.0,54.2,Medium
ST2440,17,Female,Economics,70.3,2.95,6.0,71.8,57.4,68.0,Medium
ST2441,28,Female,Medicine,38.7,1.85,4.8,23.5,59.5,59.0,Low
ST2442,20,Male,Engineering,54.4,0.83,2.7,47.7,16.4,26.2,Low
ST2443,27,Male,Computer Science,72.8,2.74,6.0,60.6,72.6,54.8,Medium
ST2444,23,Male,Computer Science,79.4,2.81,6.3,68.1,39.8,46.6,Medium
ST2445,27,Female,Engineering,61.8,2.47,4.2,72.0,72.0,55.1,Medium
ST2446,25,Female,Economics,72.9,2.88,6.6,70.0,37.0,56.5,Medium
ST2447,17,Male,Economics,88.6,3.05,8.0,52.6,56.5,43.4,Medium
ST2448,29,Male,Business Admin,55.6,2.06,5.0,41.0,19.8,49.3,Low
ST2449,29,Male,Law,50.5,2.49,5.5,70.8,60.8,68.6,Medium
ST2450,28,Female,Computer Science,67.3,3.0,4.5,55.6,44.4,49.1,Medium
ST2451,25,Female,Computer Science,62.3,3.42,6.2,83.9,43.9,61.1,Medium
ST2452,29,Male,Education,90.5,2.1,3.9,54.5,54.3,36.9,Medium
ST2453,27,Male,Computer Science,92.7,3.2,9.6,88.9,83.1,77.6,High
ST2454,18,Male,Economics,86.6,3.79,9.6,86.5,84.3,82.2,High
ST2455,25,Male,Economics,89.1,4.0,9.0,86.8,80.9,94.3,High
ST2456,26,Female,Medicine,43.4,1.34,2.0,54.2,45.6,13.0,Low
ST2457,20,Male,Engineering,79.3,2.19,6.7,67.4,58.5,65.3,Medium
ST2458,29,Male,Accounting,34.7,1.77,3.4,24.0,47.8,13.8,Low
ST2459,28,Male,Computer Science,53.8,1.61,1.1,53.3,52.3,32.9,Low
ST2460,27,Female,Engineering,94.2,2.81,8.1,69.3,59.0,51.5,Medium
ST2461,24,Female,Medicine,74.3,2.85,3.4,53.0,61.9,49.7,Medium
ST2462,23,Female,Economics,76.7,2.39,2.1,69.2,69.6,57.2,Medium
ST2463,26,Male,Economics,64.3,2.74,7.7,65.8,59.5,55.2,Medium
ST2464,17,Female,Accounting,60.7,3.28,4.1,60.0,68.1,56.6,Medium
ST2465,26,Female,Computer Science,73.0,2.89,5.7,67.6,70.5,67.9,Medium
ST2466,22,Male,Accounting,31.6,1.58,1.8,26.0,41.4,46.9,Low
ST2467,19,Male,Accounting,82.3,3.74,10.7,66.5,81.4,81.0,High
ST2468,28,Female,Education,82.5,3.54,7.5,86.4,83.4,81.0,High
ST2469,17,Female,Accounting,66.9,2.36,1.1,36.6,41.7,46.3,Low
ST2470,19,Male,Accounting,90.1,3.99,10.5,69.9,78.3,70.6,High
ST2471,23,Female,Economics,88.8,3.52,9.1,83.7,74.9,68.3,High
ST2472,20,Female,Computer Science,27.4,2.5,2.7,44.4,53.2,22.9,Low
ST2473,29,Male,Business Admin,90.3,3.08,9.7,78.8,73.5,75.3,High
ST2474,29,Male,Engineering,82.4,3.77,8.7,87.1,59.6,71.3,High
ST2475,25,Male,Law,94.8,3.06,10.5,76.9,74.1,85.9,High
ST2476,21,Male,Accounting,75.0,2.5,0.8,41.7,33.7,62.3,Low
ST2477,23,Male,Medicine,80.8,2.31,5.5,52.6,43.1,65.8,Medium
ST2478,29,Male,Accounting,49.8,1.27,0.3,28.4,35.2,50.9,Low
ST2479,25,Male,Engineering,82.5,3.38,4.0,86.5,78.0,77.1,High
ST2480,28,Female,Medicine,67.7,3.03,7.1,65.0,66.9,56.5,Medium
ST2481,19,Male,Computer Science,43.0,1.62,4.1,64.1,57.1,22.1,Low
ST2482,21,Male,Education,57.8,2.32,5.3,35.0,54.1,72.1,Medium
ST2483,26,Female,Business Admin,84.5,3.77,10.9,77.7,78.1,73.5,High
ST2484,29,Male,Computer Science,69.0,2.3,6.3,66.8,67.0,50.3,Medium
ST2485,17,Male,Accounting,65.4,2.44,2.5,59.2,75.8,52.9,Medium
ST2486,24,Male,Engineering,73.7,1.95,6.3,83.3,35.0,45.6,Medium
ST2487,19,Female,Accounting,95.9,3.63,11.8,88.6,93.6,87.3,High
ST2488,19,Male,Accounting,41.6,1.78,2.1,39.0,54.1,34.0,Low
ST2489,21,Male,Education,59.9,1.2,1.7,55.9,41.5,37.1,Low
ST2490,27,Male,Computer Science,63.4,2.72,5.5,71.5,60.9,71.5,Medium
ST2491,22,Female,Medicine,97.8,3.3,6.7,86.1,69.3,75.7,High
ST2492,18,Male,Law,61.3,2.5,1.6,32.2,41.8,25.1,Low
ST2493,18,Male,Medicine,71.7,2.84,3.3,54.7,52.5,41.8,Medium
ST2494,19,Male,Medicine,61.6,1.77,0.8,48.9,45.7,40.6,Low
ST2495,18,Male,Education,69.4,2.64,1.9,68.6,58.9,63.1,Medium
ST2496,23,Male,Economics,48.6,2.99,5.3,54.7,64.0,65.9,Medium
ST2497,20,Female,Medicine,86.8,2.51,5.1,35.8,45.2,59.6,Medium
ST2498,18,Male,Engineering,72.7,2.65,6.9,49.8,64.3,51.5,Medium
ST2499,25,Female,Business Admin,69.5,2.99,5.1,60.7,56.4,58.8,Medium
ST2500,17,Male,Engineering,91.1,4.0,8.2,89.1,80.0,83.1,High
ST2501,18,Male,Business Admin,97.6,3.21,10.4,89.9,82.9,89.1,High
ST2502,27,Female,Economics,89.9,3.14,10.9,92.4,78.8,67.3,High
ST2503,26,Male,Economics,75.0,2.88,7.0,64.9,55.3,41.8,Medium
ST2504,24,Female,Education,68.7,3.16,2.2,51.9,49.3,59.4,Medium
ST2505,26,Male,Law,100.0,4.0,11.1,66.3,74.0,55.0,High
ST2506,28,Female,Business Admin,94.5,3.07,11.8,91.6,92.3,86.9,High
ST2507,19,Male,Law,97.4,3.83,5.1,74.3,72.5,83.8,High
ST2508,22,Male,Law,87.5,3.82,6.8,84.1,87.2,66.2,High
ST2509,22,Male,Economics,79.5,2.61,3.0,77.7,70.7,61.4,Medium
ST2510,17,Male,Engineering,49.6,1.48,2.5,37.1,42.3,26.2,Low
ST2511,26,Female,Economics,89.1,3.72,8.5,100.0,83.7,78.8,High
ST2512,28,Female,Computer Science,79.4,2.59,3.9,70.0,68.9,69.9,Medium
ST2513,29,Female,Economics,90.6,3.82,10.1,75.2,84.1,80.6,High
ST2514,17,Male,Economics,75.2,2.36,3.1,80.1,69.9,57.4,Medium
ST2515,24,Female,Accounting,88.4,3.56,7.4,80.1,66.5,82.2,High
ST2516,28,Male,Accounting,43.6,0.75,2.5,55.8,18.8,33.5,Low
ST2517,19,Female,Accounting,87.6,3.51,6.8,72.7,95.5,73.0,High
ST2518,29,Female,Business Admin,80.3,3.43,1.9,75.1,63.7,68.8,Medium
ST2519,17,Female,Medicine,75.4,3.19,2.5,58.0,48.0,62.2,Medium
ST2520,19,Female,Business Admin,79.8,2.85,5.7,56.0,66.5,56.0,Medium
ST2521,29,Male,Accounting,73.5,1.64,3.5,63.7,52.3,27.2,Low
ST2522,21,Female,Medicine,52.7,2.16,3.8,41.0,30.5,40.5,Low
ST2523,27,Female,Accounting,56.1,1.07,0.0,49.2,33.6,42.3,Low
ST2524,22,Male,Business Admin,84.2,2.31,5.4,67.2,62.7,46.4,Medium
ST2525,25,Female,Education,40.5,0.97,2.9,65.0,25.8,40.0,Low
ST2526,22,Male,Medicine,46.2,1.47,3.5,55.9,39.9,27.9,Low
ST2527,26,Female,Economics,62.2,2.76,6.1,66.9,59.9,58.6,Medium
ST2528,20,Male,Law,87.3,3.21,9.3,77.3,69.2,81.0,High
ST2529,23,Male,Accounting,66.6,3.5,4.3,66.0,74.5,37.2,Medium
ST2530,22,Female,Economics,80.2,3.37,8.2,74.6,77.5,86.5,High
ST2531,28,Male,Accounting,90.3,3.81,11.7,73.3,90.7,71.0,High
ST2532,25,Male,Education,29.8,1.74,2.0,27.2,42.6,59.0,Low
ST2533,17,Female,Education,77.4,2.28,4.3,65.1,76.4,66.5,Medium
ST2534,20,Male,Engineering,66.0,3.89,7.6,74.0,77.9,68.4,High
ST2535,27,Male,Law,86.8,3.93,5.2,81.8,79.1,82.6,High
ST2536,23,Female,Engineering,86.2,3.23,3.6,81.9,49.0,65.7,Medium
ST2537,21,Female,Computer Science,82.7,2.52,7.0,61.3,71.7,60.6,Medium
ST2538,21,Male,Business Admin,64.0,1.62,3.9,15.0,47.2,43.2,Low
ST2539,19,Male,Computer Science,45.1,1.51,3.2,45.4,38.6,33.4,Low
ST2540,24,Female,Medicine,82.3,3.16,4.8,75.5,58.1,60.0,Medium
ST2541,20,Female,Engineering,65.7,3.08,5.8,51.5,65.7,75.9,Medium
ST2542,20,Female,Economics,91.2,2.81,1.9,59.2,60.6,62.5,Medium
ST2543,21,Female,Education,79.2,3.4,7.9,72.9,74.1,83.3,High
ST2544,26,Female,Law,67.7,2.39,3.2,35.9,39.7,33.0,Low
ST2545,29,Female,Business Admin,69.8,2.83,6.4,66.2,58.4,58.6,Medium
ST2546,23,Female,Law,56.8,2.37,7.2,61.4,55.8,55.4,Medium
ST2547,26,Female,Law,85.9,3.77,6.8,82.2,82.0,81.2,High
ST2548,28,Female,Education,54.3,1.75,4.1,56.7,31.6,55.0,Low
ST2549,22,Male,Engineering,60.3,1.98,2.3,45.4,33.0,53.9,Low
ST2550,17,Male,Economics,64.0,2.17,1.7,37.5,25.1,31.6,Low
ST2551,25,Female,Law,42.0,1.96,1.3,32.3,45.1,41.0,Low
ST2552,29,Male,Economics,59.9,2.35,4.3,61.0,67.6,51.7,Medium
ST2553,23,Male,Business Admin,39.0,2.41,2.0,30.7,24.8,35.8,Low
ST2554,29,Male,Engineering,81.2,3.16,6.6,70.5,54.7,65.8,Medium
ST2555,22,Female,Business Admin,68.1,2.57,5.2,69.7,61.8,46.9,Medium
ST2556,28,Female,Accounting,76.5,2.94,4.0,65.4,35.0,66.4,Medium
ST2557,27,Female,Accounting,81.6,2.87,4.2,59.3,73.8,58.0,Medium
ST2558,26,Male,Medicine,81.2,3.12,8.4,53.5,55.9,45.4,Medium
ST2559,17,Male,Law,75.0,2.5,2.3,46.1,42.8,54.6,Low
ST2560,18,Male,Computer Science,64.4,2.31,2.4,69.0,52.3,48.4,Medium
ST2561,23,Male,Medicine,76.9,3.14,3.1,66.5,60.2,51.2,Medium
ST2562,28,Male,Computer Science,73.3,4.0,9.4,93.2,77.5,69.5,High
ST2563,28,Male,Accounting,61.6,1.6,0.0,53.2,13.5,64.1,Low
ST2564,17,Male,Education,89.8,3.71,9.6,83.0,76.5,76.2,High
ST2565,29,Male,Accounting,65.5,2.85,1.5,65.2,59.0,66.4,Medium
ST2566,19,Male,Business Admin,92.4,3.56,9.7,71.3,90.7,73.6,High
ST2567,21,Male,Computer Science,64.3,3.46,5.3,59.0,57.0,58.0,Medium
ST2568,27,Male,Economics,89.7,3.32,8.4,83.3,79.8,74.7,High
ST2569,26,Male,Economics,87.4,3.98,9.0,83.6,83.4,72.6,High
ST2570,23,Female,Accounting,88.8,3.02,7.5,83.5,79.2,84.0,High
ST2571,22,Female,Computer Science,79.6,3.0,3.9,61.9,49.0,72.9,Medium
ST2572,22,Male,Business Admin,93.2,2.76,6.8,69.3,70.5,63.9,Medium
ST2573,26,Female,Computer Science,92.8,2.9,7.1,61.0,73.4,73.7,High
ST2574,17,Female,Business Admin,85.2,3.44,9.7,88.1,81.7,83.0,High
ST2575,19,Male,Computer Science,74.4,0.68,3.7,24.5,40.2,41.1,Low
ST2576,27,Female,Medicine,83.2,2.79,4.1,53.8,52.6,57.4,Medium
ST2577,18,Male,Medicine,80.0,2.57,5.0,65.1,64.8,56.0,Medium
ST2578,21,Male,Economics,58.7,2.65,7.6,74.2,42.8,55.0,Medium
ST2579,18,Female,Engineering,60.6,3.42,2.1,60.6,48.0,64.6,Medium
ST2580,29,Female,Law,49.7,1.45,3.8,60.4,33.2,39.6,Low
ST2581,21,Female,Computer Science,90.3,4.0,8.9,71.0,81.6,83.6,High
ST2582,28,Female,Economics,83.2,3.37,5.4,84.2,94.5,80.9,High
ST2583,27,Female,Law,61.6,2.48,0.1,58.6,40.6,59.0,Low
ST2584,23,Female,Computer Science,62.5,3.19,2.8,64.7,55.7,57.1,Medium
ST2585,19,Female,Business Admin,82.9,2.66,7.2,57.9,61.3,79.5,Medium
ST2586,29,Male,Education,68.2,2.77,3.3,64.3,51.4,52.1,Medium
ST2587,18,Female,Engineering,99.4,3.95,9.4,84.8,78.1,86.4,High
